Name,MC #,Symbol,Price,BTC,1h,24h,7d,14d,30d,45d,90d,200d,Mkt. Cap
Digitex Futures,180,,DGTX,0.0277,0.00000350,-0.95,7.22,-5.25,-14.90,-41.91,-55.37,-63.26,290.88
APIS,318,,APIS,0.0020,0.00000025,-1.14,20.51,-14.09,-0.42,-25.35,-48.92,-47.89,-65.70
Ubiq,296,,UBQ,0.2503,0.00003160,2.26,2.86,28.71,19.39,12.99,0.05,-54.51,
Privatix,639,,PRIX,1.96,0.00024743,-0.15,-6.21,5.03,98.70,157.59,254.93,141.80,7.32
OpenAnx,246,,OAX,0.2079,0.00002625,2.93,-1.59,32.36,28.35,107.29,105.61,-31.91,-38.04
IQeon,791,,IQN,0.4086,0.00005158,-3.39,9.26,22.88,114.97,99.06,129.51,143.15,
Bibox Token,133,,BIX,0.3133,0.00003955,0.21,-6.35,18.34,146.79,105.45,89.27,-10.05,-58.15
Alis,629,,ALIS,0.0573,0.00000723,-0.13,-6.00,18.74,99.51,82.30,59.46,11.68,-30.79
FundRequest,1281,,FND,0.0020,0.00000025,3.45,36.91,110.11,-32.41,-57.51,-68.14,-81.53,-95.72
Hiveterminal Token,542,,HVN,0.0083,0.00000104,-1.70,-6.06,10.04,103.30,32.47,29.08,-59.12,
PAYCENT,821,,PYN,0.0323,0.00000408,-0.36,-47.30,-54.58,57.23,-19.21,-18.53,-68.71,
GINcoin,681,,GIN,0.2971,0.00003751,1.07,3.34,-26.51,-63.97,-74.97,-80.84,-87.91,-96.23
Winding Tree,628,,LIF,0.1051,0.00001327,-0.23,4.18,13.43,-33.68,-47.27,-50.32,-64.04,
AdHIve,1033,,ADH,0.0027,0.00000035,0.88,29.45,18.85,-4.41,10.09,-34.66,-74.72,-95.76
Counterparty,543,,XCP,1.30,0.00016369,3.25,-0.40,-35.17,-36.54,-45.09,-48.27,-63.30,-84.01
Leadcoin,1273,,LDC,0.0001,0.00000002,-0.22,3.01,47.00,-16.42,-31.14,-65.00,-79.45,-96.37
Bitcoin Green,707,,BITG,0.2315,0.00006705,0.92,17.77,-16.27,-37.26,-52.20,-68.79,-85.23,-91.51
Adshares,560,,ADS,0.1001,0.00001264,-1.84,-9.10,8.66,-2.08,58.86,101.95,-2.47,-9.41
GoByte,1010,,GBX,0.1074,0.00001356,-0.38,-0.16,-16.93,-45.47,-67.68,-75.32,-87.87,-95.18
Playkey,816,,PKT,0.0739,0.00000933,1.65,0.72,23.07,137.87,69.93,6.69,-18.51,-81.77
Auxilium,973,,AUX,0.0044,0.00000055,-0.13,5.61,47.75,32.02,47.97,78.48,-11.46,
CPChain,351,,CPC,0.0210,0.00000266,-1.70,2.84,46.67,47.31,21.77,42.14,-34.37,-69.04
GridCoin,544,,GRC,0.0081,0.00000102,-0.39,-7.07,-3.73,81.59,36.58,33.43,-22.59,-73.13
Humaniq,678,,HMQ,0.0100,0.00000126,0.13,-4.59,10.97,5.29,10.27,13.76,-62.20,-84.85
OWNDATA,775,,OWN,0.0001,0.00000001,-0.76,3.98,122.81,33.27,-48.46,-36.33,-45.56,
Machine Xchange Coin,419,,MXC,0.0071,0.00000090,3.13,7.22,14.66,-28.46,-37.08,6.06,,
Paccoin,526,,PAC,0.0005,0.00000007,-0.38,2.44,-42.45,-28.18,-45.89,-53.23,-68.47,-88.18
Bitcoin Interest,671,,BCI,0.1036,0.00001308,0.58,1.62,20.30,-59.15,-72.50,-72.32,-83.14,-94.95
United Traders Token,291,,UTT,0.2928,0.00003697,-0.14,-8.55,-22.55,36.93,19.92,2.71,-23.92,-56.91
Propy,288,,PRO,0.1953,0.00002465,-0.94,-1.58,10.14,71.41,47.36,38.64,-55.77,
Truegame,829,,TGAME,0.0113,0.00000143,-0.44,9.12,0.26,28.04,12.50,-8.99,-23.04,-64.85
Blockcat,1158,,CAT,0.0249,0.00000315,-0.28,29.86,29.86,-72.26,-67.96,-45.85,-74.24,-89.74
Lunyr,403,,LUN,2.66,0.00033553,1.24,4.13,25.89,-0.77,59.55,47.52,-35.13,-65.06
DNotes,614,,NOTE,0.0175,0.00000221,1.33,1.40,81.05,69.79,50.49,79.95,-6.13,-68.24
Invictus Hyperion Fund,1627,,IHF,0.0430,0.00000543,-0.12,-5.52,64.44,138.45,53.45,78.03,18.08,
SPINDLE,460,,SPD,0.0015,0.00000019,-1.33,20.91,49.60,80.65,-24.04,-24.21,-43.87,-78.85
Myriad,527,,XMY,0.0022,0.00000027,-1.64,-3.16,28.94,46.21,18.09,-11.51,-30.50,-48.16
United Bitcoin,1631,,UBTC,1.83,0.00023109,19.42,22.00,-11.08,-4.73,-23.60,-20.60,-51.65,-65.72
USD//Coin,28,,USDC,1.00,0.00012657,0.28,0.43,-0.39,-0.60,-0.68,-0.49,-0.04,
Mithril,165,,MITH,0.0419,0.00000528,0.71,-4.28,16.89,-14.72,-36.86,-43.71,-83.86,-93.45
DAOstack,347,,GEN,0.1972,0.00002490,-0.04,5.34,11.44,134.00,196.94,278.43,84.98,13.25
wys Token,1625,,WYS,0.0261,0.00000330,-0.23,57.67,140.44,251.24,223.58,211.78,145.25,
Unikoin Gold,499,,UKG,0.0280,0.00000354,0.04,-11.96,4.33,-17.00,24.25,17.04,-61.50,-69.08
Clipper Coin,91,,CCCX,0.0156,0.00000197,12.38,21.79,350.96,485.45,407.94,"3,987","1,887",172.30
VeriCoin,514,,VRC,0.1208,0.00001526,1.01,9.58,8.81,79.88,54.30,51.35,9.12,-61.74
Yee,553,,YEE,0.0023,0.00000030,0.04,0.69,3.13,92.69,77.78,24.74,-43.96,-81.81
Rate3,651,,RTE,0.0023,0.00000029,-3.46,-4.80,6.61,114.99,72.57,67.75,-53.60,-87.00
Tokenomy,306,,TEN,0.0505,0.00000637,0.34,-0.39,8.59,-34.55,-34.84,-37.47,-68.17,-77.81
Experience Points,583,,XP,0.00000993,0.0000,0.94,0.99,36.44,58.81,59.92,3.06,-24.75,-83.83
Unibright,539,,UBT,0.0243,0.00000307,0.03,-0.20,15.32,91.93,15.29,13.39,-14.88,-28.60
Aurora DAO,561,,AURA,0.0197,0.00000571,-0.45,-3.78,-4.28,-1.95,-35.56,-28.71,-56.49,-86.14
Helium,975,,HLM,0.0451,0.00000570,0.00,-1.20,8.23,-52.92,-58.55,-52.51,-87.33,
Celsius,1620,,CEL,0.1149,0.00001450,-1.30,-5.94,11.99,243.06,166.69,127.61,107.43,
Bob's Repair,1121,,BOB,0.0030,0.00000037,-0.77,-1.88,9.75,-15.33,-13.08,-55.18,-91.08,-83.65
Wagerr,205,,WGR,0.0950,0.00001199,-0.11,-2.76,-7.69,53.32,29.95,27.32,-23.23,
BitcoinZ,749,,BTCZ,0.0003,0.00000004,-0.90,8.20,47.89,26.53,4.79,-0.10,-33.23,-81.92
carVertical,513,,CV,0.0005,0.00000006,0.15,14.20,12.76,70.60,34.86,33.30,-35.20,-67.10
GoldMint,1049,,MNTP,0.1755,0.00002216,-2.71,7.03,34.70,-18.94,-24.80,-28.48,-43.12,-54.21
AMO Coin,444,,AMO,0.0006,0.00000007,-0.04,-1.43,-13.13,-31.26,-55.32,-63.03,-73.59,
Restart Energy,368,,MWAT,0.0159,0.00000201,0.25,1.48,8.48,3.94,-0.83,8.17,-8.22,-28.47
MediShares,259,,MDS,0.0119,0.00000150,1.86,-6.30,14.22,78.44,124.71,95.05,-25.67,-75.01
Smartlands,187,,SLT,3.88,0.00049039,-1.04,5.49,19.16,34.38,9.71,13.05,-31.82,79.74
Fluz Fluz,757,,FLUZ,0.0063,0.00000079,-0.25,-8.78,7.64,-32.11,-45.34,-15.40,6.17,-80.51
Viuly,1350,,VIU,0.00007753,0.00000001,-0.14,1.14,-36.44,-48.30,-61.54,-72.27,-62.59,-96.21
Noah Coin,236,,NOAH,0.0004,0.00000006,-0.62,2.52,27.20,92.37,43.40,22.04,-25.86,-79.06
Ink,457,,INK,0.0102,0.00000129,-1.26,-0.60,3.22,51.40,62.89,67.37,-41.85,-82.98
Lethean,914,,LTHN,0.0010,0.00000013,-6.70,1.88,10.01,-7.40,-20.26,-16.58,-78.72,-59.87
Storjcoin X,1634,,SJCX,0.1456,0.00001839,20.04,-11.37,14.12,35.35,33.42,38.86,58.07,-76.48
Legolas Exchange,369,,LGO,0.0551,0.00000696,-22.59,-32.56,-11.55,35.00,53.12,20.68,-35.33,-75.30
DxChain Token,281,,DX,0.0003,0.00000004,1.02,4.66,38.15,48.66,13.90,90.97,24.01,
PlayGame,785,,PXG,0.0015,0.00000019,16.86,-4.57,-4.20,-64.69,-64.38,-64.03,,
Mintcoin,531,,MINT,0.0001,0.00000002,-8.48,-7.72,102.80,294.62,79.72,78.53,10.94,-3.75
OKCash,596,,OK,0.0341,0.00000430,-1.00,-0.16,100.58,73.55,57.70,81.09,6.57,-47.39
REAL,799,,REAL,0.1094,0.00001381,0.00000000,3.74,60.81,-0.63,-12.94,-18.87,-33.68,-61.84
Ryo Currency,925,,RYO,0.0561,0.00000708,0.32,-4.91,10.94,-1.86,-18.96,-25.40,-62.46,
CoinFi,804,,COFI,0.0056,0.00000070,-2.98,-2.21,25.18,48.32,44.92,48.98,-50.05,-72.35
Mainframe,142,,MFT,0.0040,0.00000050,0.04,-6.62,24.69,30.65,32.13,11.94,-58.07,-73.08
Bittwatt,547,,BWT,0.0111,0.00000140,-0.12,4.68,-6.39,17.60,96.19,31.02,-64.21,-68.44
Beam,332,,BEAM,0.4866,0.00006144,-0.50,4.79,2.95,-52.36,,,,
Naviaddress,1260,,NAVI,0.0005,0.00000006,-6.06,9.16,-20.49,-54.75,-52.97,-63.01,-84.92,-93.13
TokenCard,204,,TKN,0.5751,0.00007260,-1.23,6.57,6.68,166.05,71.81,72.47,-15.81,
Napoleon X,414,,NPX,0.2671,0.00003372,0.63,11.07,27.88,25.53,4.96,6.23,15.24,3.08
Nimiq,397,,NIM,0.0016,0.00000020,-0.44,8.71,23.05,184.01,105.64,100.99,-11.86,
Tokenbox,1161,,TBX,0.0159,0.00000200,-1.05,16.21,31.01,-35.36,-63.32,-72.87,-77.62,-83.32
Spectre.ai Dividend Token,126,,SXDT,0.4481,0.00005657,-0.39,8.69,58.84,110.02,97.74,41.24,34.72,108.66
Pylon Network,1018,,PYLNT,0.9151,0.00011553,-1.31,-5.07,3.31,35.26,12.10,-3.21,-29.45,-69.91
WELL,1374,,WELL,0.0006,0.00000008,-0.23,-0.10,57.36,-69.95,-77.02,-79.27,-92.06,
True USD,37,,TUSD,1.00,0.00012667,0.33,0.65,-0.69,-0.64,-0.41,-0.93,0.41,0.94
Crypto.com,69,,MCO,5.26,0.00066390,-0.16,6.70,16.66,135.75,96.08,135.99,20.93,-22.27
XMax,501,,XMX,0.0004,0.00000005,-2.49,2.77,21.30,126.47,61.18,19.13,-2.58,-76.77
HelloGold,1097,,HGT,0.0010,0.00000012,-0.16,20.36,73.17,-62.76,-67.65,-58.28,-78.83,-89.58
Vezt,456,,VZT,0.0553,0.00000699,-0.23,128.22,40.81,303.30,194.56,369.61,148.78,22.44
SHPING,1101,,SHPING,0.0003,0.00000004,-0.12,-61.52,4.23,11.31,-1.73,-7.60,-53.88,
WeToken,1638,,WT,0.0018,0.00000023,-0.23,8.43,114.80,63.03,43.57,65.44,-42.71,
adToken,449,,ADT,0.0067,0.00000085,0.67,2.92,15.58,5.48,5.11,12.63,-56.56,
BetterBetting,977,,BETR,0.0025,0.00000032,-0.18,-1.01,-11.23,-6.79,-31.43,-36.32,-53.35,-94.89
SpaceChain,494,,SPC,0.0079,0.00000100,0.77,6.70,-2.85,49.80,36.11,23.19,-44.93,-64.42
IP Exchange,1078,,IPSX,0.0003,0.00000004,-0.17,-22.21,-28.66,-54.79,-68.21,-59.64,-72.90,-88.07
Namecoin,417,,NMC,0.3885,0.00004905,-1.89,0.19,-56.35,-44.98,-50.28,-43.20,-38.20,-73.49
Sharder,714,,SS,0.0056,0.00000070,-1.24,-6.24,1.29,55.29,2.33,8.44,-67.05,-74.62
HyperCash,86,,HC,1.43,0.00018070,-1.46,4.91,36.33,28.76,54.33,52.84,-21.86,-74.58
Safe Exchange Coin,359,,SAFEX,0.0048,0.00000140,-0.49,-6.31,15.05,8.82,-11.35,-34.02,-55.58,-83.74
Viberate,345,,VIB,0.0440,0.00000555,-0.41,2.74,14.49,81.92,65.13,67.55,-17.95,-43.03
Banca,766,,BANCA,0.00006924,0.00000001,2.54,6.94,30.17,-23.02,-31.15,-34.14,-69.23,-90.69
MidasProtocol,661,,MAS,0.0066,0.00000083,-0.39,22.67,37.24,73.77,32.23,2.87,-60.51,
CoinUs,354,,CNUS,0.0224,0.00000283,-0.04,-3.44,1.83,-9.66,-19.39,-56.91,,
B2BX,272,,B2B,0.7111,0.00008978,-1.28,2.27,23.57,308.11,147.71,167.32,26.97,161.71
UpToken,634,,UP,0.0149,0.00000189,-0.12,-1.30,2.85,-29.76,5.46,2.25,-67.73,-67.77
eBitcoin,833,,EBTC,0.0485,0.00000612,-1.50,23.11,-6.11,163.41,89.91,90.77,39.82,-28.03
BuzzCoin,944,,BUZZ,0.00002787,0.0000,0.62,-8.96,14.67,66.54,-1.43,32.37,-38.42,-66.25
EBCoin,676,,EBC,0.0005,0.00000006,-0.04,-2.12,20.79,-16.09,-24.00,-21.13,-49.27,
Mysterium,633,,MYST,0.0929,0.00001173,-0.18,-9.98,27.95,30.75,91.77,-2.34,-17.23,-56.56
Denarius,971,,D,0.0874,0.00001103,0.99,1.94,30.69,23.05,-30.69,-40.14,-66.76,-77.54
Decision Token,641,,HST,0.0665,0.00000839,0.30,-1.79,2.74,24.85,0.05,3.39,-56.45,-83.80
Masari,813,,MSR,0.0911,0.00001150,1.31,-7.16,-0.59,-37.14,-52.28,-53.37,-72.94,-81.93
EchoLink,710,,EKO,0.0041,0.00000051,0.25,1.28,11.25,31.61,13.88,34.75,-50.97,-77.41
BitSend,669,,BSD,0.0821,0.00001036,3.68,14.60,14.39,46.33,26.18,15.99,-43.57,-68.06
Bitcoinus,1352,,BITS,0.0010,0.00000013,-3.09,11.81,-22.19,-56.81,-26.36,-25.87,-81.33,
Origami,1396,,ORI,0.0104,0.00000132,-0.23,-26.66,-30.18,-2.28,-43.05,-64.36,-77.25,-93.10
Maximine Coin,98,,MXM,0.0330,0.00000417,-0.86,-3.12,-16.88,178.69,250.50,198.40,406.63,
Penta,410,,PNT,0.0003,0.00000004,4.96,13.41,13.48,25.70,18.44,-39.14,-71.15,-90.69
Xriba,882,,XRA,0.0087,0.00000110,-0.04,-24.47,-41.82,-59.28,-27.76,-67.23,-80.75,
DAEX,586,,DAX,0.0076,0.00000096,-0.22,11.59,6.59,50.97,12.84,41.93,-34.46,-88.51
BiblePay,1030,,BBP,0.0002,0.00000003,-18.06,-9.53,-37.08,-5.32,-34.79,-55.52,-42.10,-88.70
MinexCoin,856,,MNX,0.1557,0.00001965,0.24,5.66,35.33,-77.46,-83.28,-86.82,-92.15,-97.69
Mothership,894,,MSP,0.0054,0.00000156,0.00,-0.25,-73.73,-92.22,-87.29,-87.14,-93.95,-96.19
FLO,212,,FLO,0.1116,0.00001409,-1.31,-4.69,-1.12,23.41,48.13,204.02,133.06,132.51
Zeepin,411,,ZPT,0.0118,0.00000149,-0.41,4.83,46.40,90.50,12.51,29.79,-42.21,-69.45
Veros,1131,,VRS,0.0072,0.00000091,1.05,17.27,16.22,-26.58,-40.97,-49.19,-32.18,-75.58
TrezarCoin,945,,TZC,0.0036,0.00000045,-0.13,18.25,6.25,38.39,-8.10,14.76,-31.07,-52.00
Bitclave,1085,,CAT,0.0005,0.00000007,-0.79,-29.01,-9.15,-56.94,-48.22,-52.22,-78.56,-92.84
Rublix,498,,RBLX,0.1951,0.00002464,-0.28,0.44,34.34,32.86,-2.39,-16.41,-26.06,9.78
ContentBox,416,,BOX,0.0068,0.00000085,-1.21,9.85,33.12,214.20,186.42,151.67,-29.68,-80.62
VoteCoin,1413,,VOT,0.0007,0.00000009,-0.07,-6.57,71.32,11.36,-22.16,-42.97,-79.55,-91.09
Egretia,264,,EGT,0.0035,0.00000045,1.19,-16.42,30.40,633.94,908.50,789.72,188.21,-57.52
Ubcoin Market,1015,,UBC,0.0011,0.00000014,3.79,11.24,-9.72,-8.93,-51.10,-40.51,-67.25,
FUTURAX,1456,,FTXT,0.00000771,0.0000,2.18,3.82,-25.20,-72.65,-87.44,-90.77,-96.25,
Crypto.com Chain,27,,CRO,0.0647,0.00000816,0.31,-5.80,-7.37,379.05,209.21,111.92,,
BlockMason Credit Protocol,433,,BCPT,0.0466,0.00000588,-0.02,2.12,22.75,36.56,38.08,23.77,-58.05,-74.81
Bitcoiin,233,,B2G,0.2906,0.00003669,0.69,0.86,-23.03,"1,431",,,,
Everus,231,,EVR,0.0332,0.00000419,-0.13,-28.30,14.53,10.65,198.52,192.21,69.73,8.68
BridgeCoin,263,,BCO,0.4608,0.00005817,1.66,8.28,24.20,-3.69,-8.65,-33.00,-65.82,-62.05
Spectiv,1056,,SIG,0.0010,0.00000013,-2.15,3.08,4.44,-0.84,-45.22,-32.04,-69.22,-88.99
Tether,8,,USDT,1.00,0.00012660,0.30,-0.04,0.31,-0.53,-1.87,-1.59,0.92,0.36
Ulord,516,,UT,0.0451,0.00000570,-0.71,-2.20,-15.97,7.18,-10.03,-21.88,-38.22,
Birake,1046,,BIR,0.0059,0.00000075,0.52,-1.58,-34.87,-82.11,-88.61,-91.71,-92.15,
BBSCoin,1089,,BBS,0.00000328,0.0000,-0.56,-62.68,159.91,38.29,77.46,102.42,14.10,
TRONCLASSIC,654,,TRXC,0.00000434,0.0000,-29.85,-46.90,76.33,11.72,-57.38,-7.43,-93.25,
On.Live,824,,ONL,0.0445,0.00000562,-0.65,0.61,30.49,-15.11,-31.64,-33.98,-38.03,-33.42
Atonomi,1004,,ATMI,0.0008,0.00000010,-4.45,-0.48,35.91,-26.23,-49.19,-63.30,-87.07,-97.15
EverGreenCoin,1245,,EGC,0.0090,0.00000114,26.22,23.02,-21.12,-58.76,-57.80,-53.06,-83.80,-92.34
PlayCoin [ERC20],515,,PLY,0.0209,0.00000264,-0.23,3.41,-17.00,-19.99,-29.18,-59.62,-79.02,
Powercoin,1145,,PWR,0.00002092,0.0000,-0.05,13.47,47.28,-41.97,-48.01,-48.39,-67.65,"1,311"
Advanced Internet Blocks,1176,,AIB,0.0052,0.00000066,0.02,-42.99,46.45,69.09,11.66,-25.24,-41.13,-57.47
SolarCoin,603,,SLR,0.0471,0.00000594,2.31,-5.58,2.35,96.98,73.01,50.97,-5.30,-71.76
Faceter,846,,FACE,0.0019,0.00000023,-0.38,-2.89,16.71,31.66,-15.90,16.75,-41.05,-87.23
Utrum,887,,OOT,0.0118,0.00000149,-0.17,14.16,14.41,43.69,0.16,-25.48,-61.57,-80.34
Biotron,1297,,BTRN,0.0013,0.00000017,0.00,-19.33,-20.77,-70.48,-40.08,-44.75,-80.22,-91.66
Iungo,1067,,ING,0.0076,0.00000095,-0.15,9.32,37.78,57.65,62.15,37.09,-40.60,-80.55
SoMee.Social,1095,,ONG,0.0058,0.00000073,-0.20,3.28,66.58,28.75,25.39,2.77,-63.46,-82.66
TE-FOOD,540,,TFD,0.0067,0.00000084,0.35,-8.86,14.45,-20.10,-40.26,-46.81,-53.40,-80.66
Kind Ads Token,1003,,KIND,0.0096,0.00000121,3.35,-2.65,-4.71,-53.49,-75.67,-47.63,-51.81,
PinkCoin,922,,PINK,0.0016,0.00000020,-0.34,-7.10,-2.77,-16.75,-26.08,-31.06,-69.29,-86.50
Carlive Chain,1652,,IOV,0.0008,0.00000010,-0.32,13.27,72.63,4.24,-32.30,-36.55,-52.42,
Ethorse,1054,,HORSE,0.0028,0.00000036,-0.12,-19.00,-19.00,29.92,-10.32,-11.82,-72.73,-83.52
BitcoinX,1651,,BCX,0.0025,0.00000031,-2.04,1.33,12.45,39.28,32.02,-11.74,-55.07,-68.25
Traxia,763,,TMT,0.0025,0.00000032,1.03,2.44,9.78,-30.08,-20.29,-51.15,-70.75,-89.48
Litex,467,,LXT,0.0055,0.00000070,-0.88,-8.24,-4.64,229.82,136.38,146.81,54.05,
TTC Protocol,227,,TTC,0.0838,0.00001058,0.28,2.32,23.39,670.81,279.16,229.32,14.64,
BitCoen,1416,,BEN,0.0051,0.00000064,-0.14,-19.54,-2.24,-96.78,-92.33,-92.50,-92.16,
GlobalToken,1174,,GLT,0.0026,0.00000033,2.82,-2.70,45.24,-46.24,-25.59,-13.57,54.87,-53.81
Essentia,809,,ESS,0.0013,0.00000016,0.05,8.43,31.92,101.43,21.14,-10.89,-67.64,-92.23
AidCoin,558,,AID,0.0676,0.00000853,-0.12,-9.39,10.61,127.71,186.18,210.53,11.58,-42.22
SalPay,1653,,SAL,0.0290,0.00000366,0.00,9.76,-24.19,114.87,71.85,16.42,78.35,-35.59
Fox Trading,790,,FOXT,0.1245,0.00001572,6.30,0.45,9.12,-20.28,-21.12,-36.04,45.71,
Qbao,744,,QBT,0.0208,0.00000262,-2.40,-11.21,-2.07,7.06,30.46,37.18,-55.10,-85.19
Ethbits,1005,,ETBS,0.2459,0.00003104,0.00,0.00000000,-36.17,-1.12,-29.01,-44.12,-61.95,-81.36
Vulcano,1024,,VULC,0.0018,0.00000023,-0.12,-3.88,-0.67,-47.77,-53.31,-57.29,-82.11,666.76
ATMChain,1082,,ATM,0.00005927,0.00000001,0.00,0.00000000,0.00,-16.67,50.85,-63.90,-69.30,-95.00
BunnyToken,1441,,BUNNY,0.0002,0.00000002,59.11,20.19,20.19,-83.43,-83.95,-70.76,-90.43,
FirstBlood,371,,1ST,0.0840,0.00001060,-0.08,-10.52,-12.75,174.19,186.59,194.99,14.81,-45.88
Lightpaycoin,1270,,LPC,0.0181,0.00000229,-0.35,-18.70,-45.05,-91.97,-94.96,-95.17,-97.21,
Knoxstertoken,1012,,FKX,0.0027,0.00000034,-0.23,7.96,49.69,21.01,-1.31,19.70,-38.32,
Colu Local Network,919,,CLN,0.0063,0.00000079,-0.20,5.30,38.18,20.09,-2.70,2.14,-61.50,-81.75
Sola Token,1492,,SOL,0.0006,0.00000007,0.00000000,0.00000000,0.00000000,-63.15,-57.53,-73.30,-92.21,
Alphacat,773,,ACAT,0.0004,0.00000005,0.30,10.45,32.56,88.25,60.60,48.04,-40.61,-85.91
PRiVCY,1287,,PRIV,0.0055,0.00000069,-2.68,-25.38,13.86,515.37,-7.37,19.20,-34.21,
Paxos Standard Token,45,,PAX,1.00,0.00012654,0.34,0.46,-0.44,-0.65,-0.59,-0.71,0.26,
GoldCoin,523,,GLC,0.0873,0.00001102,-0.11,-7.98,25.70,15.16,140.98,276.45,241.32,16.01
ZCore,987,,ZCR,0.1167,0.00001473,-3.13,2.98,-47.38,-46.04,-28.38,-41.60,-64.25,
Aurora,53,,AOA,0.0216,0.00000273,-0.36,4.78,27.12,143.51,124.78,62.82,-22.56,-57.90
Starta,573,,STA,0.5710,0.00007208,0.00,0.34,58.21,-34.82,-22.26,361.55,40.60,-10.02
EXRNchain,685,,EXRN,0.00001920,0.0000,0.58,0.30,11.09,23.09,-12.65,-8.96,-30.95,-62.15
Monkey Project,1126,,MONK,0.0374,0.00000473,-0.08,-16.20,-20.78,-21.04,-52.97,-63.96,-76.96,-97.11
Webcoin,1087,,WEB,0.0075,0.00000094,0.05,-18.71,23.29,87.26,42.11,10.69,-50.28,
Dorado,1302,,DOR,0.0002,0.00000007,-0.49,4.13,-0.52,-0.62,-0.84,-15.66,-67.86,-98.03
RPICoin,1303,,RPI,0.0002,0.00000002,-0.10,79.55,34.12,263.71,31.53,26.56,-18.33,
Kryll,769,,KRL,0.0828,0.00001045,-0.84,0.32,39.98,186.41,140.20,139.91,8.23,5.75
Ethereum Classic,18,,ETC,7.63,0.00096325,-0.38,2.38,37.08,76.02,53.02,55.27,-19.31,-53.21
ALQO,910,,XLQ,0.0118,0.00000149,13.74,3.13,2.66,-78.76,-80.71,-83.45,-95.14,-90.18
Paymon,1246,,PMNT,0.0002,0.00000003,-0.12,28.08,54.88,-65.04,-62.31,-58.33,-76.23,-90.92
CYCLEAN,1162,,CCL,0.0003,0.00000003,-2.50,-1.94,-1.85,-32.19,-60.02,-80.55,-93.78,
Hyperion,154,,HYN,0.0824,0.00001040,-0.29,8.36,54.38,190.92,,,,
Cosmo Coin,199,,COSM,0.0271,0.00000342,1.84,2.59,23.27,215.38,199.83,176.90,57.18,
Playgroundz,615,,IOG,0.0822,0.00001038,0.31,-8.94,-34.59,-34.52,55.46,-23.52,-73.96,
Neutron,1058,,NTRN,0.0079,0.00000100,0.00,-2.37,19.03,-3.56,-30.22,3.94,-47.57,-80.12
BABB,507,,BAX,0.0002,0.00000002,0.98,-0.42,21.09,-36.25,-55.02,-57.00,-73.18,-80.30
TaaS,335,,TAAS,1.11,0.00014030,3.74,11.16,44.07,319.25,233.48,186.67,166.09,-40.92
MonetaryUnit,646,,MUE,0.0132,0.00000166,1.65,-7.98,-1.66,-23.91,-32.15,-56.53,-62.50,-80.29
Global Awards Token,778,,GAT,0.0017,0.00000022,-0.23,37.28,56.94,18.67,15.20,6.86,-56.28,-63.30
CryptoCarbon,935,,CCRB,0.0236,0.00000298,1.11,-1.99,25.59,138.60,94.17,59.93,15.51,-77.88
iDealCash,1272,,DEAL,0.00007902,0.00000001,-0.12,-2.80,30.90,9.82,-34.18,-37.79,-59.23,
ANON,1655,,ANON,0.0859,0.00001084,-0.13,-5.04,-26.52,-59.13,-38.30,-49.27,-56.31,
Spectrecoin,300,,XSPEC,0.4614,0.00005825,0.28,-1.55,-18.80,295.71,208.04,247.12,129.25,78.20
ATN,461,,ATN,0.0558,0.00000705,-0.49,-3.13,-1.93,42.35,25.94,14.39,-47.57,-78.58
Darico Ecosystem Coin,396,,DEC,0.1222,0.00001543,-14.44,19.25,92.01,72.68,91.59,-28.33,20.95,
SafeInsure,254,,SINS,5.35,0.00067534,-1.14,3.16,20.35,128.64,178.23,125.06,8.57,
NANJCOIN,855,,NANJ,0.00004430,0.00000001,-46.51,-50.95,-62.99,-62.63,-77.83,-75.85,-89.05,-96.49
SURETY,1233,,SURE,0.0024,0.00000071,0.00,0.00,0.00000000,0.12,-38.52,-68.49,-68.31,
MetaMorph,868,,METM,0.0067,0.00000085,0.70,-4.57,24.43,99.11,76.86,20.39,-67.93,
Dragon Coins,1650,,DRG,0.0665,0.00000840,2.06,2.30,31.50,45.58,55.30,22.58,-21.32,-76.99
DigitalNote,275,,XDN,0.0017,0.00000021,4.87,1.81,25.40,54.10,36.92,32.02,-41.69,-70.67
Fire Lotto,1043,,FLOT,0.0125,0.00000158,-1.87,8.67,26.29,-37.54,-51.18,-49.73,-63.67,
HyperQuant,1029,,HQT,0.0049,0.00000062,1.78,32.44,63.58,74.38,-12.99,-49.80,,
REBL,860,,REBL,0.0048,0.00000061,-0.12,-2.67,54.73,54.73,11.60,-13.40,-49.06,-84.74
LinkEye,477,,LET,0.0072,0.00000090,-1.22,-2.55,19.92,100.67,118.29,92.45,-18.75,-65.51
TokenClub,185,,TCT,0.0418,0.00000528,-0.29,-3.52,-3.25,22.67,33.04,63.96,19.52,12.50
aXpire,650,,AXPR,0.0073,0.00000092,16.37,-7.58,0.68,22.06,55.35,-6.10,-52.97,-64.11
Amon,1138,,AMN,0.0004,0.00000005,3.87,2.34,11.67,9.95,30.73,2.45,-66.62,-92.91
Ether Zero,217,,ETZ,0.1015,0.00001282,-0.15,-1.70,-7.19,-22.00,-13.12,-20.20,-52.77,-53.32
ugChain,622,,UGC,0.0040,0.00000051,0.32,4.00,2.29,75.51,43.50,56.02,-33.28,-86.30
Boolberry,287,,BBR,0.8928,0.00011272,-0.06,-12.86,-1.96,18.24,10.09,58.61,-19.12,-15.01
